Brand,Type,Reg_year,Reg_month,Days_since_registration,Coe_left,Depreciation,Mileage,Road_Tax,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,ARF,Power,Number_of_Owners,Price
Mitsubishi,Suv,2016,5,3183,1796,10130,86000,1210,36817,49602,1998,1355,2016,Auto,17632,17632,110,1,58800
Mazda,Mid-Sized Sedan,2016,12,2954,2026,9470,67000,682,38355,49751,1496,1321,2016,Auto,19247,14247,88,1,59800
Mitsubishi,Suv,2020,9,1588,3392,11340,23000,1210,54476,37102,1998,1480,2020,Auto,24720,26608,110,1,118777
Mazda,Suv,2018,9,2333,2648,12030,91000,1210,46866,32551,1998,1572,2018,Auto,27823,30953,121,1,102888
Mercedes-Benz,Luxury Sedan,2007,1,6601,2032,11080,102000,3573,29374,52660,2997,1850,2006,Auto,81924,90117,170,3,61800
Mitsubishi,Mid-Sized Sedan,2019,6,2053,2930,7510,19631,506,27173,29159,1193,940,2019,Auto,13423,5000,59,1,62800
Mercedes-Benz,Luxury Sedan,2011,10,4860,3490,7600,68500,742,35719,37303,1597,1500,2011,Auto,31979,31979,115,2,72800
Mitsubishi,Mid-Sized Sedan,2020,8,1616,3365,5880,5000,70,18236,15699,1193,945,2020,Auto,14537,5000,59,1,56800
Mitsubishi,Suv,2019,6,2059,2924,11350,20500,1210,51846,42564,1998,1480,2018,Auto,22595,23633,110,1,102800
Toyota,Mpv,2019,4,2130,2850,18710,47500,1792,70475,39401,2493,1980,2018,Auto,43482,52875,134,1,172800
Audi,Hatchback,2015,6,3519,1465,12530,42000,620,45888,66590,1390,1125,2010,Auto,32390,27346,90,2,64000
Honda,Hatchback,2009,2,5822,983,8790,150000,767,6964,12864,1339,1010,2008,Auto,14665,14665,73,5,23800
Daihatsu,Suv,2009,2,5831,965,8210,163000,887,6915,13024,1495,1200,2008,Auto,17477,17477,77,2,21800
Mitsubishi,Mid-Sized Sedan,2009,5,5749,1057,7900,133000,889,8114,13943,1499,1313,2009,Auto,19550,19550,80,5,23000
Honda,Mid-Sized Sedan,2008,11,5933,2700,8480,110000,1271,23913,32279,1799,1219,2008,Auto,23035,21556,103,6,62800
Audi,Suv,2017,4,2832,2147,22710,37400,1194,90718,54406,1984,2050,2016,Auto,58993,78188,185,1,173000
Nissan,Hatchback,2018,1,2563,2416,6230,25000,70,23510,29791,1198,1048,2017,Auto,13622,5000,58,1,43800
Volkswagen,Mpv,2016,5,3169,1810,13490,68000,1194,45680,47000,1984,1790,2013,Auto,28478,31870,147,2,83000
Mercedes-Benz,Hatchback,2016,7,3110,1843,12860,50000,740,38769,47020,1595,1395,2016,Auto,23217,19504,90,2,75800
Hyundai,Mid-Sized Sedan,2017,11,2632,2348,7420,35000,238,28374,30112,1591,1345,2017,Auto,11960,11960,93,1,53800
Mazda,Mpv,2013,5,4263,352,10880,93788,1212,22919,65001,1999,1527,2013,Auto,20582,20815,106,3,31900
Volkswagen,Sports Car,2009,7,5686,1054,10340,182609,744,7595,13088,1390,1285,2009,Auto,23955,23955,118,4,30000
Honda,Hatchback,2018,1,2561,2418,9070,25000,578,31401,41400,1318,1052,2017,Auto,15224,5224,73,1,62800
Mazda,Mid-Sized Sedan,2016,7,3134,1849,9500,65000,682,36443,55200,1496,1321,2016,Auto,16287,11287,88,2,53800
Mazda,Mid-Sized Sedan,2016,8,3093,1889,8870,102000,682,36251,53000,1496,1321,2016,Auto,16723,11723,88,3,51800
Mitsubishi,Mid-Sized Sedan,2007,6,6442,4,11870,300000,1028,5118,25313,1584,1162,2007,Manual,9975,10831,79,5,12000
Toyota,Mpv,2018,6,2422,2561,20260,73000,1792,71257,38700,2494,2055,2018,Auto,48192,59469,134,2,172000
Hyundai,Mid-Sized Sedan,2018,2,2541,2437,9830,60653,738,35391,40000,1591,1345,2018,Auto,11491,11491,93,2,71550
Porsche,Suv,2020,4,1759,3220,37840,2241,2380,142309,36000,2995,2030,2020,Auto,97408,147335,250,1,408000
Honda,Hatchback,2007,11,6279,164,8100,200000,826,6121,20997,1339,1040,2007,Auto,13710,15081,60,3,11800
Citroen,Suv,2016,12,2953,2027,6390,38808,70,25573,33991,1199,1240,2016,Auto,18879,8879,96,2,39999
Subaru,Suv,2015,3,3607,1374,9850,66000,744,30812,62002,1600,1480,2014,Auto,16391,11391,84,2,42900
Mercedes-Benz,Sports Car,2014,9,3793,1189,33490,46000,6236,119566,65001,5461,1870,2014,Auto,99605,151289,430,4,185000
Toyota,Mid-Sized Sedan,2009,9,5620,2879,5920,142000,821,20689,26175,1497,1095,2009,Auto,12717,12717,80,5,46800
Toyota,Mpv,2009,2,5818,2812,7120,454249,1573,24663,31933,1998,1540,2008,Auto,23511,23511,110,3,55000
Audi,Sports Car,2017,7,2760,2193,16070,28000,624,51600,42801,1395,1450,2017,Auto,33591,34028,85,1,114939
Volkswagen,Hatchback,2018,2,2541,2437,9410,34000,392,40756,40000,999,1257,2017,Auto,18644,18644,81,2,72300
Subaru,Mid-Sized Sedan,2018,11,2274,2705,9730,37000,1208,33129,31302,1995,1438,2017,Auto,13173,13173,115,1,78888
Volkswagen,Sports Car,2010,11,5178,1629,10700,105899,682,16319,18238,1390,1285,2010,Auto,26402,26402,118,2,47888
Mercedes-Benz,Luxury Sedan,2015,1,3670,1310,16250,129000,1202,59082,72890,1991,1655,2014,Auto,45353,50495,135,2,83800
Kia,Mid-Sized Sedan,2009,5,5726,1054,6480,155000,886,7595,13088,1591,1251,2009,Auto,11851,11851,92,4,18800
Bmw,Suv,2016,8,3094,1888,15150,100000,684,51314,57508,1499,1430,2016,Auto,29796,28715,100,1,92800
Honda,Mid-Sized Sedan,2017,1,2935,2044,10750,76000,742,43740,50000,1597,1249,2016,Auto,20640,20896,92,2,70800
Honda,Hatchback,2011,5,4998,1808,8010,103000,590,21924,22069,1339,1060,2009,Auto,18489,18489,73,2,39800
Mercedes-Benz,Luxury Sedan,2009,9,5601,2850,8030,122000,1169,25826,33018,1796,1490,2009,Auto,43067,43067,135,3,62800
Hyundai,Mid-Sized Sedan,2019,6,2056,2927,8460,28963,738,35183,30009,1591,1345,2019,Auto,14802,14802,93,1,75300
Nissan,Mid-Sized Sedan,2015,8,3446,1537,9430,58000,742,34126,53644,1598,1205,2015,Auto,16439,16439,85,2,48000
Honda,Mpv,2014,9,3793,1189,13470,101000,1630,43058,64889,2356,1855,2014,Auto,29743,33641,129,1,60800
Toyota,Luxury Sedan,2014,12,3697,1284,11470,109500,1792,44897,71300,2494,1470,2014,Auto,27621,30670,133,3,55800
Mitsubishi,Suv,2019,1,2192,2787,10840,62000,1210,39432,32200,1998,1480,2018,Auto,19723,19723,110,1,92800
Bmw,Luxury Sedan,2013,9,4145,837,13740,112392,742,37622,83751,1598,1405,2013,Auto,34727,30618,100,3,46900
Toyota,Mid-Sized Sedan,2009,8,5658,2910,7000,170000,821,22278,27886,1497,1110,2009,Auto,14155,14155,80,3,55888
Toyota,Suv,2015,9,3416,1566,13570,81967,1196,42773,62101,1986,1580,2015,Auto,25691,22968,111,1,69800
Maserati,Sports Car,2010,1,5480,3151,18370,85000,5198,34133,39463,4244,1880,2009,Auto,105097,105097,298,4,158888
Lamborghini,Sports Car,2017,10,2658,2323,77590,8400,5834,281913,48005,5204,1497,2016,Auto,201740,335132,426,2,662000
Toyota,Mpv,2007,6,6441,2195,6400,222891,1361,32542,54088,1794,1300,2007,Auto,17059,18765,97,1,38500
Mercedes-Benz,Luxury Sedan,2009,5,5731,2900,7260,162424,890,22202,27886,1597,1500,2009,Auto,37582,37582,115,2,57800
Toyota,Suv,2017,4,2858,2122,13580,62000,1196,54554,53300,1986,1610,2016,Auto,31675,31345,111,1,94800
Hyundai,Luxury Sedan,2018,6,2406,2577,18690,21000,3602,67335,37000,3778,2010,2017,Auto,45649,55909,232,2,160000
Hyundai,Mid-Sized Sedan,2009,5,5730,1076,6070,129000,886,8259,13943,1591,1264,2009,Auto,11465,11465,89,4,17988
Kia,Mid-Sized Sedan,2017,4,2844,2135,9510,50000,738,38436,50101,1591,1295,2017,Auto,12082,12082,95,2,61800
Audi,Suv,2016,4,3196,1783,24670,43000,1194,79005,49501,1984,2050,2016,Auto,59029,78253,185,2,160000
Hyundai,Mid-Sized Sedan,2017,2,2892,2086,9230,60487,738,38698,49430,1591,1345,2016,Auto,13823,13823,93,1,59800
Honda,Hatchback,2009,6,5713,1085,7970,103541,708,8328,13943,1339,1010,2009,Auto,14380,14380,73,4,23800
Mercedes-Benz,Sports Car,2010,12,5153,3370,10160,136500,1071,30416,32914,1796,1575,2010,Auto,52160,52160,150,5,93888
Toyota,Mpv,2014,12,3709,1272,11980,52000,976,38375,72890,1798,1360,2014,Auto,23454,19836,105,1,51800
Honda,Suv,2017,7,2758,2195,9250,113000,682,37149,42801,1496,1185,2017,Auto,19728,14728,96,3,63800
Audi,Sports Car,2010,2,5468,3162,10020,97000,1433,33054,38071,1984,1280,2009,Auto,44016,44016,200,2,87000
Bmw,Luxury Sedan,2020,10,1553,3427,17270,449,1210,82717,40990,1998,1460,2020,Auto,47796,58915,135,1,191800
Nissan,Suv,2019,3,2140,2840,10590,45000,508,35926,26309,1197,1325,2018,Auto,20399,20559,85,1,92800
Honda,Stationwagon,2016,6,3148,1835,9900,56000,682,32974,53694,1496,1130,2015,Auto,17953,7953,97,2,53800
Honda,Mpv,2010,4,5413,3219,7700,118000,1174,29650,33568,1799,1385,2009,Auto,26187,26187,103,6,68000
Toyota,Mid-Sized Sedan,2016,9,3051,1930,10160,46500,742,42798,52503,1598,1215,2016,Auto,19990,19990,90,1,63800
Mazda,Sports Car,2009,11,5558,3034,8150,102000,686,24541,29485,1308,1360,2008,Auto,30279,30279,158,6,67800
Nissan,Hatchback,2015,12,3324,1657,7540,20040,70,21248,39001,1198,1044,2015,Auto,12554,5000,58,1,36800
Mercedes-Benz,Luxury Sedan,2017,10,2672,2309,14560,51000,740,48378,44002,1595,1430,2017,Auto,28815,27341,90,2,105888
Hyundai,Mid-Sized Sedan,2018,10,2304,2677,9060,24700,738,31789,28457,1591,1345,2018,Auto,14515,14515,93,1,73800
Toyota,Mpv,2019,3,2148,2832,9380,17500,682,34860,26301,1496,1350,2019,Auto,19223,19223,79,1,82500
Mercedes-Benz,Sports Car,2017,1,2946,2034,20530,61869,1202,63563,46229,1991,1525,2016,Auto,41667,50334,135,2,139800
Mazda,Mid-Sized Sedan,2017,7,2739,2214,8930,74049,682,39188,51600,1496,1310,2017,Auto,14934,9934,88,2,59900
Nissan,Hatchback,2016,4,3217,1762,8680,96000,508,25529,45504,1198,1081,2016,Auto,14461,5000,72,1,44500
Lexus,Luxury Sedan,2018,11,2277,2704,17180,39800,1784,67986,32311,2487,1620,2018,Auto,47664,58730,152,1,156800
Mitsubishi,Hatchback,2018,6,2410,2573,9260,12431,506,29448,36426,1193,940,2017,Auto,14239,5000,59,1,67800
Mercedes-Benz,Luxury Sedan,2017,12,2609,2370,18270,80000,1202,81866,49996,1991,1605,2017,Auto,52099,65779,135,1,151800
Volkswagen,Mid-Sized Sedan,2012,10,4493,124,12230,107000,620,18861,63000,1390,1417,2012,Auto,18884,18884,90,1,25900
Bmw,Luxury Sedan,2010,10,5206,3427,12000,125000,2598,35923,38216,2979,1700,2010,Auto,62331,62331,225,4,112800
Maserati,Luxury Sedan,2018,12,2231,2749,29970,33000,2362,129697,31001,2979,1850,2018,Auto,94301,141742,257,1,297000
Porsche,Suv,2011,3,5059,3520,14910,80000,3654,41233,42683,3598,2105,2011,Auto,76702,76702,220,3,144000
Hyundai,Luxury Sedan,2015,10,3379,1603,10590,64000,1212,44839,59889,1999,1460,2015,Auto,24579,26411,113,2,59800
Honda,Mpv,2007,8,6391,25,8520,198000,1369,6038,26237,1799,1370,2007,Auto,19836,21820,103,3,9800
Bmw,Suv,2017,7,2752,2201,18190,77339,1210,59844,49802,1997,1680,2017,Auto,33704,39186,135,2,130800
Toyota,Mpv,2014,12,3702,1279,11830,105000,976,38515,72890,1798,1360,2014,Auto,23454,19836,105,1,51500
Toyota,Mid-Sized Sedan,2019,9,1952,3029,9560,15936,742,40480,31759,1598,1230,2019,Auto,18786,18786,96,1,88800
Toyota,Mpv,2020,8,1637,3315,9690,11765,682,45132,33000,1496,1350,2019,Auto,19828,19828,79,1,98800
Mercedes-Benz,Luxury Sedan,2013,10,4137,845,17680,122000,740,32351,83751,1595,1430,2013,Auto,28233,21527,115,5,51800
Peugeot,Hatchback,2018,6,2406,2577,9040,60000,508,40833,34110,1199,1150,2017,Auto,21649,22309,96,2,75000
Bentley,Sports Car,2015,4,3563,1417,77640,60000,3940,243850,78001,3993,2470,2013,Auto,198001,328402,373,1,466666
Infiniti,Luxury Sedan,2020,9,1583,3397,15120,10000,1202,68021,40989,1991,1656,2019,Auto,34122,39771,155,1,160800
Mitsubishi,Mid-Sized Sedan,2009,3,5798,2790,6890,103500,954,19953,26047,1584,1162,2009,Auto,14734,2669,79,4,52800
Audi,Luxury Sedan,2010,11,5185,3370,7550,110000,1074,30416,32914,1798,1450,2010,Auto,38496,38496,118,4,69800
Mercedes-Benz,Luxury Sedan,2017,11,2644,2337,15260,80000,740,50983,44002,1595,1430,2017,Auto,30974,30364,90,2,113000
Audi,Luxury Sedan,2019,6,2041,2942,11200,21000,392,41410,30009,999,1280,2018,Auto,22100,22940,85,1,101800
Mercedes-Benz,Luxury Sedan,2011,1,5124,3490,10860,144000,816,35719,37303,1597,1500,2010,Auto,31893,31893,115,3,104000
Mitsubishi,Sports Car,2006,8,6734,1901,32390,110000,1815,28395,54463,1997,1410,2005,Manual,35710,39281,206,3,168888
Honda,Stationwagon,2008,10,5959,849,6860,182000,887,7061,15142,1496,1160,2008,Auto,14275,14275,81,5,16000
Mercedes-Benz,Suv,2021,1,1483,3495,29750,6900,2382,129094,49300,2996,1875,2020,Auto,76153,109076,287,1,339900
Bmw,Luxury Sedan,2013,2,4353,261,19060,63000,742,26794,78301,1598,1405,2012,Auto,34105,24105,100,1,45000
Honda,Hatchback,2020,7,1651,3301,6370,13000,78,20101,16520,1317,1030,2019,Auto,16688,6688,73,1,61500
Mercedes-Benz,Suv,2016,1,3290,1690,14680,64000,740,45469,59200,1595,1435,2015,Auto,27630,25682,90,2,81000
Mercedes-Benz,Luxury Sedan,2017,1,2920,2059,21510,59000,1202,86009,53001,1991,1605,2016,Auto,57065,74717,135,1,159000
Toyota,Suv,2017,8,2724,2258,13960,65000,1210,57288,50101,1998,1695,2017,Auto,30808,35132,170,2,104000
Porsche,Sports Car,2013,4,4310,305,120780,87000,3638,104998,92901,3800,1490,2013,Auto,159715,159715,294,2,302888
Audi,Suv,2010,8,5272,3362,8550,115355,2963,30344,32914,3197,1795,2010,Auto,53275,53275,199,5,78800
Kia,Mid-Sized Sedan,2016,4,3199,1780,9350,39000,738,34578,47300,1591,1295,2016,Auto,16352,16352,95,1,53888
Kia,Sports Car,2010,5,5375,1431,9610,193000,812,12934,16438,1591,1232,2010,Auto,15291,15291,92,5,37800
Mercedes-Benz,Luxury Sedan,2015,5,3548,1432,15690,71350,740,39963,67749,1595,1430,2015,Auto,27462,20447,90,1,72005
Honda,Suv,2016,9,3052,1929,10170,45000,682,34702,51506,1496,1190,2016,Auto,19919,9919,96,1,58800
Bmw,Suv,2016,9,3054,1927,21470,82800,2362,86058,56956,2979,1815,2016,Auto,57186,74935,225,2,151000
Bmw,Hatchback,2014,11,3715,1266,12440,118051,684,38659,72201,1499,1360,2014,Auto,27860,21004,100,2,53800
Hyundai,Mid-Sized Sedan,2009,3,5784,875,8240,127300,959,7276,15142,1591,1264,2009,Auto,11974,863,89,3,19800
Mercedes-Benz,Sports Car,2021,4,1378,3600,27230,88,1202,116269,52200,1991,1695,2020,Auto,70856,99541,310,1,318800
Porsche,Sports Car,2010,7,5325,3155,14990,145000,3665,34176,39463,3605,1760,2010,Auto,99335,99335,300,6,129800
Bmw,Sports Car,2010,10,5216,3309,8470,116000,1329,30450,33568,1995,1625,2010,Auto,42414,42414,115,5,76800
Mitsubishi,Suv,2019,5,2080,2899,11190,27500,1210,48862,43102,1998,1480,2018,Auto,19410,19410,110,1,98800
Mercedes-Benz,Hatchback,2019,10,1930,3051,13740,28058,586,53618,34000,1332,1405,2019,Auto,29676,33547,100,1,131800
Subaru,Suv,2017,7,2743,2210,9930,59500,744,38040,42801,1600,1480,2017,Auto,15682,15682,84,1,68800
Toyota,Mid-Sized Sedan,2009,3,5803,1004,7890,100000,965,7049,12763,1598,1195,2008,Auto,16084,16084,80,5,21800
Nissan,Mid-Sized Sedan,2015,8,3451,1532,8990,86500,742,34843,56209,1598,1205,2015,Auto,16028,16028,85,2,45800
Mini,Sports Car,2012,11,4472,145,21670,50000,742,26895,71001,1598,1255,2012,Auto,30792,30792,135,3,45800
Toyota,Mid-Sized Sedan,2008,8,5999,810,7110,140000,889,7599,17099,1497,1095,2008,Auto,11834,11834,80,5,15800
Bmw,Luxury Sedan,2015,6,3501,1483,17730,128800,1210,60870,75801,1997,1615,2014,Auto,40310,43434,180,2,93800
Mercedes-Benz,Sports Car,2011,6,4983,3609,11100,48000,974,46862,47316,1796,1575,2010,Auto,65148,65148,150,3,109888
Suzuki,Hatchback,2017,5,2806,2173,8810,75400,610,39816,51106,1372,1055,2016,Auto,12427,12427,70,1,58800
Bmw,Suv,2020,7,1651,3301,15770,9000,1210,69289,35001,1998,1485,2019,Auto,41264,49770,141,1,168899
Mercedes-Benz,Stationwagon,2020,4,1760,3219,17670,10800,586,60543,30012,1332,1445,2019,Auto,38127,45378,120,1,178800
Mercedes-Benz,Luxury Sedan,2010,12,5165,3399,7700,138000,816,30897,33140,1597,1500,2010,Auto,31893,31893,115,4,71800
Bmw,Suv,2018,9,2315,2666,13670,72388,684,55613,32000,1499,1430,2018,Auto,36886,43641,103,1,121800
Mercedes-Benz,Suv,2021,5,1365,3613,17030,88,586,71486,52200,1332,1555,2020,Auto,34159,39823,120,1,188800
Toyota,Suv,2020,2,1804,3174,13350,20773,1210,59209,37705,1998,1695,2019,Auto,30808,35132,170,1,133888
Audi,Luxury Sedan,2013,7,4200,754,15170,60850,1194,41642,77000,1984,1565,2013,Auto,39175,41845,132,2,53500
Mitsubishi,Sports Car,2007,3,6536,2097,9350,193000,999,28452,49429,1468,1160,2007,Auto,17364,19101,113,5,53800
Subaru,Suv,2018,6,2416,2567,10300,41853,1208,37754,36000,1995,1489,2017,Auto,16555,16555,115,1,80800
Ford,Sports Car,2016,9,3050,1931,24330,50000,1520,75183,57002,2261,1760,2016,Auto,48552,59973,233,3,158888
Bmw,Luxury Sedan,2015,12,3339,1642,26880,74000,2384,109530,61103,2998,1770,2015,Auto,80615,117107,240,1,179777
Volvo,Stationwagon,2020,8,1622,3359,17320,9000,1176,69238,38802,1969,1782,2019,Auto,37616,44663,187,1,181888
Mercedes-Benz,Luxury Sedan,2008,6,6064,2571,8480,166000,1266,26721,37906,1796,1485,2008,Auto,37046,37046,115,6,59800
Toyota,Mpv,2008,6,6057,2545,8270,150000,2129,27056,38712,2362,1710,2008,Auto,25331,25331,125,5,57800
Toyota,Mid-Sized Sedan,2009,6,5713,2910,6230,139000,818,22278,27886,1496,1200,2008,Auto,18468,18468,81,3,49800
Honda,Mpv,2010,12,5161,3399,6840,82231,1076,32571,34935,1799,1360,2009,Auto,21240,21240,103,2,63800
Hyundai,Mid-Sized Sedan,2018,11,2273,2707,8540,29912,738,30615,28457,1591,1345,2018,Auto,12628,12628,93,1,69800
Mercedes-Benz,Luxury Sedan,2018,4,2478,2501,15830,24000,740,62170,42322,1595,1425,2017,Auto,37239,44135,115,1,130800
Toyota,Mpv,2009,2,5824,981,7960,147257,1264,8627,15967,1794,1310,2009,Auto,18803,18803,97,3,21500
Mitsubishi,Mid-Sized Sedan,2008,2,6182,259,6850,120000,1028,7259,21061,1584,1162,2007,Auto,12816,9954,79,3,11800
Mitsubishi,Sports Car,2008,12,5903,2729,17090,119000,1573,24060,32121,1998,1540,2008,Auto,39424,38110,206,2,128000
Toyota,Mid-Sized Sedan,2016,4,3204,1775,10160,68714,742,35654,47300,1598,1205,2016,Auto,17982,17982,90,1,58555
Toyota,Mid-Sized Sedan,2010,1,5489,3125,8140,150000,821,27421,31976,1497,1095,2009,Auto,12717,12717,80,2,69800
Mazda,Luxury Sedan,2020,2,1799,3179,10890,7688,1210,43980,38000,1998,1515,2019,Auto,19218,19218,121,1,104688
Toyota,Mpv,2015,6,3509,1475,13080,114974,1638,54645,76612,2362,1790,2014,Auto,29861,33806,125,1,69800
Kia,Mid-Sized Sedan,2019,1,2200,2779,8600,51000,738,29445,25000,1591,1287,2018,Auto,13826,13826,93,2,72500
Mazda,Mpv,2015,11,3348,1633,11880,98000,1210,40431,59889,1998,1664,2015,Auto,19387,19387,111,2,62988
Hyundai,Mid-Sized Sedan,2018,9,2330,2651,7220,36700,238,19009,13209,1591,1345,2018,Auto,12535,12535,93,2,58800
Toyota,Mpv,2016,9,3057,1924,10950,60000,974,44558,56002,1797,1350,2016,Auto,20016,20023,105,2,67800
Nissan,Suv,2015,3,3613,1368,10940,109666,508,29404,62002,1197,1285,2014,Auto,19382,9382,85,1,45800
Kia,Suv,2017,12,2599,2381,11400,59339,1212,51159,49996,1999,1500,2017,Auto,23324,24654,114,2,86800
Skoda,Mid-Sized Sedan,2019,9,1954,3027,13660,39000,1194,52552,37000,1984,1577,2018,Auto,26501,29102,180,1,128000
Bmw,Hatchback,2018,11,2281,2700,12030,41000,684,43914,32900,1499,1380,2018,Auto,29536,33351,80,1,105800
Mitsubishi,Suv,2019,1,2219,2761,10920,63000,1210,38133,31101,1998,1480,2018,Auto,19419,19419,110,1,92500
Renault,Sports Car,2019,8,1979,3003,16050,16000,976,54533,39400,1798,1430,2019,Auto,30425,34595,205,1,149500
Hyundai,Mid-Sized Sedan,2016,12,2977,2003,9440,46730,738,42277,52668,1591,1345,2016,Auto,17756,17756,93,1,60800
Honda,Mpv,2008,9,5977,831,10740,236000,1271,7617,16689,1799,1390,2008,Auto,19401,19401,103,3,24500
Toyota,Suv,2019,11,1888,3092,13700,27000,1210,58217,40101,1998,1695,2019,Auto,30808,35132,170,1,133800
Audi,Suv,2014,7,3850,1104,15270,79800,1194,45995,67334,1984,1630,2014,Auto,33296,38615,125,3,66800
Toyota,Mpv,2007,12,6258,2364,8480,138000,2293,32547,50168,2362,1830,2007,Auto,36972,40670,117,3,55000
Mercedes-Benz,Luxury Sedan,2011,10,4863,3520,10950,106000,974,41233,42683,1796,1695,2011,Auto,57759,57759,150,3,105800
Mercedes-Benz,Sports Car,2010,2,5476,2879,11640,93000,1169,27989,35411,1796,1575,2009,Auto,57392,57392,150,2,92000
Kia,Mid-Sized Sedan,2017,11,2617,2363,6920,41022,238,25668,25902,1591,1295,2017,Auto,11827,11827,95,1,50800
Kia,Mid-Sized Sedan,2018,4,2473,2506,6700,31524,238,23029,21000,1591,1295,2017,Auto,11435,11435,95,2,51800
Mercedes-Benz,Sports Car,2010,11,5181,3399,10280,105928,1071,32571,34935,1796,1685,2010,Auto,58555,58555,135,5,95800
Audi,Luxury Sedan,2015,9,3421,1561,11780,97750,624,38898,57089,1395,1310,2015,Auto,27587,20622,92,2,60800
Subaru,Mid-Sized Sedan,2008,10,5949,859,6270,150000,889,7144,15142,1498,1310,2008,Manual,12423,12423,79,2,14800
Mitsubishi,Suv,2016,11,3009,1972,9300,63526,1210,44739,56410,1998,1355,2016,Auto,18954,18954,110,1,59800
Honda,Stationwagon,2017,5,2805,2174,9710,58000,682,36257,51106,1496,1130,2016,Auto,17663,7663,97,1,61800
Bmw,Suv,2015,10,3394,1588,19360,86000,1210,73132,58190,1997,1770,2014,Auto,53466,68239,180,2,118500
Mitsubishi,Mid-Sized Sedan,2008,11,5914,893,8150,162000,889,7283,14835,1499,1313,2008,Auto,15491,15491,80,4,19999
Toyota,Mid-Sized Sedan,2015,12,3330,1651,10170,117950,742,39105,56001,1598,1205,2015,Auto,19589,19589,90,2,55900
Toyota,Mid-Sized Sedan,2015,11,3374,1608,10470,70000,742,38429,56001,1598,1205,2015,Auto,19589,19589,90,1,55988
Honda,Hatchback,2009,3,5784,2848,6250,122500,767,19951,25525,1339,1010,2008,Auto,14918,14918,73,3,48888
Honda,Mpv,2016,3,3235,1745,14430,76291,1630,46122,47604,2356,1855,2016,Auto,29501,33302,129,1,85800
Mercedes-Benz,Suv,2020,8,1623,3358,12590,19000,740,53985,35710,1595,1435,2019,Auto,25811,28136,90,1,129999
Nissan,Suv,2017,10,2653,2328,10700,52213,508,37739,41617,1197,1325,2017,Auto,19881,14881,85,1,75800
Toyota,Mpv,2019,6,2058,2925,10110,9700,682,44041,36704,1496,1350,2019,Auto,19477,19477,79,1,90800
Volkswagen,Suv,2016,1,3295,1685,10800,96000,620,45700,54920,1390,1551,2015,Auto,26399,28959,118,3,64500
Mazda,Mpv,2016,9,3043,1938,11880,78900,1210,46944,55501,1998,1664,2016,Auto,22313,23239,111,1,74800
Toyota,Mpv,2015,3,3611,1370,11660,95000,976,40750,74000,1798,1360,2014,Auto,23454,19836,105,1,53800
Nissan,Hatchback,2018,11,2259,2721,7910,53509,508,24662,28000,1198,1048,2018,Auto,13438,5000,58,1,61588
Mercedes-Benz,Luxury Sedan,2009,6,5712,2879,9840,137300,2858,27989,35411,2997,1850,2008,Auto,82982,82982,170,2,77800
Honda,Mpv,2007,10,6313,131,8430,165000,1369,6884,25226,1799,1350,2007,Auto,18446,20291,103,3,11500
Mazda,Hatchback,2018,11,2261,2719,9600,59000,682,34630,28199,1496,1329,2018,Auto,18114,18114,88,1,80688
Mazda,Mid-Sized Sedan,2016,1,3303,1677,9010,75420,682,32108,54301,1496,1321,2015,Auto,15121,10121,88,2,46588
Mercedes-Benz,Sports Car,2017,1,2935,2044,19700,28000,740,62324,57002,1595,1475,2016,Auto,38166,40433,115,2,130800
Nissan,Mpv,2017,3,2879,2101,14710,45000,1786,62121,51000,2488,1975,2016,Auto,37111,43956,125,2,106800
Volkswagen,Hatchback,2018,10,2303,2678,9460,63000,392,34531,32000,999,1257,2018,Auto,18649,18649,81,1,78800
Mercedes-Benz,Luxury Sedan,2018,5,2445,2534,18680,42790,1202,83485,38501,1991,1605,2017,Auto,57550,75590,135,1,167800
Bmw,Suv,2018,4,2476,2503,14240,48682,684,57069,37330,1499,1430,2018,Auto,35627,41878,103,1,118800
Mercedes-Benz,Luxury Sedan,2015,11,3362,1619,26000,93000,2382,129201,59889,2996,1935,2015,Auto,96961,146530,245,3,188888
Toyota,Luxury Sedan,2008,10,5937,2696,6760,180000,2129,23878,32279,2362,1540,2008,Auto,27261,27261,123,3,50000
Volkswagen,Sports Car,2010,6,5343,1467,9650,150000,682,13222,16438,1390,1285,2010,Auto,24394,24394,118,6,38800
Toyota,Mid-Sized Sedan,2008,11,5917,2715,6150,173207,965,22110,29670,1598,1195,2008,Auto,16084,16084,80,4,45800
Mitsubishi,Mid-Sized Sedan,2018,4,2478,2501,7910,44000,506,29163,37000,1193,940,2018,Auto,14015,5000,59,1,56800
Toyota,Mpv,2017,1,2941,2038,18360,38113,1792,61179,53001,2493,1980,2015,Auto,35767,42074,134,1,123800
Volkswagen,Luxury Sedan,2018,12,2221,2759,11530,33000,976,51085,30851,1798,1480,2018,Auto,32149,37009,132,2,105800
