Brand,Type,Reg_year,Coe_left,Depreciation,Mileage,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,Power,Number_of_Owners,Price
Bmw,Suv,2019,3085,15050,12600,77424,39406,1998,1535,2018,Auto,47680,141,1,156800
Volkswagen,Hatchback,2016,2027,10870,50000,35666,49751,1395,1249,2016,Auto,20460,92,1,65800
Audi,Luxury Sedan,2017,2378,13790,17530,54540,51603,1395,1450,2017,Auto,32727,110,2,103930
Porsche,Suv,2020,3413,27140,5000,114426,40301,1984,1845,2019,Auto,76447,180,1,308888
Bmw,Suv,2018,2725,19760,19800,60757,31101,1998,1660,2018,Auto,41424,135,1,172800
Nissan,Suv,2017,2173,11340,65280,52892,55414,1997,1626,2017,Auto,24596,106,2,80900
Mitsubishi,Sports Car,2010,3370,15580,140000,30416,32914,1998,1540,2008,Auto,46011,206,3,144000
Nissan,Mid-Sized Sedan,2019,2872,8300,27000,38712,33199,1598,1205,2019,Auto,16713,85,1,73800
Bmw,Suv,2017,2143,13880,39000,54426,54000,1499,1430,2017,Auto,30855,100,1,96800
Porsche,Suv,2012,279,65990,88000,49945,79304,3598,2105,2011,Auto,87636,220,3,94800
Mercedes-Benz,Luxury Sedan,2015,1579,16520,79000,50674,58109,1595,1425,2015,Auto,35294,115,1,89800
Hyundai,Mid-Sized Sedan,2012,250,14290,153000,10706,52809,1591,1267,2012,Auto,14033,95,2,16999
Mercedes-Benz,Hatchback,2016,1847,13420,46700,38821,47020,1595,1395,2016,Auto,23217,90,1,78800
Porsche,Sports Car,2009,2879,18720,156800,27989,35411,2893,1435,2009,Auto,92159,195,5,148000
Toyota,Suv,2016,1675,13720,73000,43088,54920,1986,1610,2015,Auto,27459,111,1,75888
Audi,Hatchback,2013,840,13440,57000,25580,77989,1395,1300,2013,Auto,26142,90,1,37800
Bmw,Luxury Sedan,2013,813,29690,77700,81544,83001,2996,1790,2012,Auto,74191,190,2,118988
Porsche,Sports Car,2007,2059,16760,134000,29778,52660,3387,1395,2006,Auto,98498,217,5,94800
Bmw,Sports Car,2009,2817,8630,147000,24707,31933,2497,1525,2009,Auto,54164,160,4,66800
Toyota,Mid-Sized Sedan,2009,1180,7350,136300,9497,14664,1497,1095,2009,Auto,12717,80,3,23800
Opel,Suv,2019,2810,9940,50373,45865,26170,1199,1295,2018,Auto,30159,96,1,93800
Volvo,Suv,2017,2135,22310,79965,88283,53300,1969,2053,2017,Auto,57802,187,1,168800
Suzuki,Suv,2016,1914,9900,84000,37775,52503,1586,1160,2016,Auto,18619,88,1,58800
Audi,Sports Car,2012,345,129060,90000,153399,92050,5204,1715,2012,Auto,289196,412,2,268000
Mercedes-Benz,Luxury Sedan,2020,3435,16030,6000,87437,39000,1497,1505,2018,Auto,53105,145,1,184800
Hyundai,Mid-Sized Sedan,2011,1784,7640,102383,20725,21142,1591,1267,2011,Auto,11297,95,2,37448
Honda,Hatchback,2008,818,8820,147000,7257,16170,1496,1080,2007,Auto,14181,88,4,19800
Mercedes-Benz,Suv,2020,3370,17320,10000,61950,35001,1332,1610,2020,Auto,33910,120,1,179800
Mazda,Mpv,2015,1382,13130,88000,42812,71889,2261,1780,2015,Auto,22762,120,1,61800
Honda,Hatchback,2020,3356,8790,8000,35916,33520,1318,1052,2020,Auto,16758,73,1,84300
Mercedes-Benz,Luxury Sedan,2016,1745,16480,50000,64473,38610,1991,1655,2015,Auto,52041,135,1,111800
Suzuki,Suv,2015,1657,8660,118000,37068,55399,1586,1125,2015,Auto,16940,86,1,47888
Audi,Suv,2020,3170,14800,18000,52538,30890,1395,1545,2019,Auto,30143,110,1,145888
Bmw,Luxury Sedan,2020,3427,27120,5558,132986,40790,1998,1765,2020,Auto,89894,195,1,321800
Nissan,Sports Car,2009,2879,11230,93000,27989,35411,3696,1490,2009,Manual,50573,245,3,88800
Toyota,Mid-Sized Sedan,2007,2293,5880,143000,27729,44081,1497,1095,2007,Auto,12607,80,4,36988
Hyundai,Mid-Sized Sedan,2011,1810,7200,106000,21948,22069,1591,1264,2010,Auto,10634,89,2,35800
Lexus,Luxury Sedan,2008,2565,8150,247000,26246,36888,2995,1660,2008,Auto,52219,183,5,58000
Nissan,Mid-Sized Sedan,2015,1482,9420,93395,32504,61000,1598,1205,2015,Auto,16028,85,2,43800
Toyota,Mpv,2016,1977,11210,65000,45582,56410,1798,1360,2016,Auto,19955,105,1,70800
Mini,Hatchback,2015,1301,13880,122597,27272,63990,1198,1120,2014,Auto,21256,75,2,53000
Nissan,Sports Car,2010,3370,31270,146000,30416,32914,3799,1745,2010,Auto,108262,357,3,289000
Bmw,Luxury Sedan,2020,3472,27180,4080,139510,41101,1998,1765,2020,Auto,89894,195,1,325800
Volvo,Luxury Sedan,2015,1604,11780,46000,46826,62101,1969,1672,2015,Auto,25596,180,1,65800
Bmw,Mpv,2020,3427,12470,6545,61557,32699,1499,1490,2020,Auto,35066,80,1,137800
Honda,Mpv,2015,1635,10830,64352,40379,59200,1497,1160,2015,Auto,19708,88,1,58500
Mitsubishi,Mid-Sized Sedan,2018,2417,7280,61000,29098,38200,1193,940,2017,Auto,13474,59,1,50800
Honda,Hatchback,2015,1633,9940,96000,32939,57089,1498,1046,2015,Auto,15479,96,1,49800
Opel,Suv,2017,2390,8450,39000,43355,42339,1199,1203,2017,Auto,24129,81,1,65800
Mercedes-Benz,Suv,2020,3126,13290,11000,53408,32889,1595,1435,2019,Auto,29710,90,1,130800
Bmw,Luxury Sedan,2020,3458,13560,6000,64629,41503,1499,1375,2020,Auto,35966,103,2,149800
Mercedes-Benz,Luxury Sedan,2015,1651,18540,96000,70250,60001,1991,1680,2015,Auto,49637,155,2,114800
Bmw,Luxury Sedan,2015,1321,15400,92355,59176,75200,1997,1615,2013,Auto,44355,135,2,80500
Toyota,Mpv,2018,2466,10310,28302,48139,49000,1798,1355,2017,Auto,19955,105,2,79800
Toyota,Mpv,2017,2044,10280,52034,41032,50010,1797,1350,2016,Auto,20107,105,1,67800
Nissan,Suv,2016,1975,10140,62800,45325,56410,1997,1379,2016,Auto,19653,106,2,64800
Nissan,Mid-Sized Sedan,2009,974,6260,16800,6901,12864,1498,1130,2008,Auto,20149,80,4,16800
Bmw,Suv,2020,3488,15090,6422,77527,49500,1998,1485,2020,Auto,42024,141,1,169800
Volkswagen,Hatchback,2015,1469,10510,71000,30579,58700,1395,1249,2015,Auto,19222,90,2,47800
Toyota,Luxury Sedan,2018,2479,11920,18284,57054,47002,1998,1480,2018,Auto,29587,123,1,97800
Toyota,Luxury Sedan,2008,280,8220,108000,7989,22499,2362,1540,2007,Auto,28797,123,2,14600
Chevrolet,Mid-Sized Sedan,2016,1682,7690,57724,30929,45002,1598,1413,2015,Auto,14471,86,1,42800
Toyota,Mpv,2016,1794,10510,96740,38415,49602,1798,1360,2016,Auto,19953,105,1,61800
Mercedes-Benz,Luxury Sedan,2009,2884,7930,139322,22080,27886,1597,1500,2008,Auto,37093,115,3,62800
Audi,Luxury Sedan,2015,1340,12010,115000,32651,62002,1395,1310,2014,Auto,27183,92,1,51800
Mercedes-Benz,Luxury Sedan,2015,1537,24480,120000,130189,65501,2996,1935,2015,Auto,96961,245,1,176500
Kia,Hatchback,2012,353,15260,107000,10773,42952,1591,1261,2012,Auto,13144,91,2,21500
Toyota,Mpv,2009,3019,6990,123560,31423,37941,1797,1340,2009,Auto,21193,106,3,57888
Ferrari,Sports Car,2011,3309,50490,66000,30450,33568,4497,1515,2010,Auto,335125,416,6,458000
Mercedes-Benz,Luxury Sedan,2013,735,18390,102000,46475,77110,1991,1655,2013,Auto,45373,135,1,63800
Mazda,Sports Car,2008,2539,9820,139899,26992,38712,1998,1140,2007,Auto,25880,122,5,68500
Volkswagen,Hatchback,2018,2423,10530,69000,47743,44000,1395,1383,2017,Auto,27828,92,1,85500
Nissan,Suv,2017,2119,9970,29000,40296,51765,1197,1285,2017,Auto,18583,85,1,64800
Lexus,Luxury Sedan,2009,2850,7770,109000,25826,33018,2500,1625,2009,Auto,37374,153,2,60800
Honda,Mid-Sized Sedan,2019,2905,8750,15000,22280,9170,1597,1237,2019,Auto,19955,92,1,79777
Honda,Hatchback,2020,3154,11980,13000,34905,35010,1317,1030,2019,Auto,16126,73,1,106800
Toyota,Mid-Sized Sedan,2019,3090,9080,23895,41870,32000,1598,1315,2019,Auto,19648,96,1,86800
Lexus,Suv,2016,1909,16160,100000,68179,57508,1998,1755,2016,Auto,41971,175,2,110000
Bmw,Luxury Sedan,2016,1800,14240,95000,44596,49501,1499,1425,2016,Auto,29816,100,2,84800
Mercedes-Benz,Luxury Sedan,2017,2170,19860,52000,86637,51000,1991,1615,2016,Auto,57401,155,1,155988
Mercedes-Benz,Hatchback,2013,810,14930,80000,28562,75556,1595,1395,2013,Auto,26874,115,2,42988
Bmw,Luxury Sedan,2014,1114,16240,75000,53981,65301,1997,1615,2013,Auto,46697,135,3,75800
Honda,Mpv,2008,742,9250,140000,7706,18953,1799,1370,2008,Auto,20361,103,2,18800
Mercedes-Benz,Luxury Sedan,2017,2199,16360,45000,64857,54405,1595,1425,2017,Auto,36252,115,1,120000
Kia,Sports Car,2012,293,15900,140000,11584,56501,1591,1232,2012,Auto,14005,91,6,19900
Mazda,Mid-Sized Sedan,2015,1592,10600,45000,34223,57498,1496,1321,2015,Auto,17996,88,1,52800
Toyota,Mpv,2016,1754,17070,313200,61541,46970,2494,2065,2016,Auto,45427,134,1,110000
Mazda,Hatchback,2015,1446,9380,102000,29722,66590,1496,1036,2015,Auto,15897,85,2,39800
Chevrolet,Mid-Sized Sedan,2015,1483,7980,134945,30915,61000,1398,1220,2015,Auto,13734,74,1,36800
Toyota,Mpv,2008,2729,6670,134000,24060,32121,1794,1310,2008,Auto,18803,97,2,49988
Mercedes-Benz,Sports Car,2011,3640,10990,84600,49662,49716,1796,1685,2010,Auto,58555,135,1,109800
Kia,Sports Car,2010,1209,7770,119000,9791,14743,1591,1232,2009,Auto,15418,92,6,25800
Mercedes-Benz,Luxury Sedan,2014,1211,28170,119000,121927,72990,2996,1935,2014,Auto,99017,245,2,168800
Ford,Mid-Sized Sedan,2016,2027,8210,35000,38326,49751,999,1334,2016,Auto,19190,92,1,52800
Hyundai,Mid-Sized Sedan,2018,2683,8620,56190,28748,28000,1591,1345,2018,Auto,10847,93,1,68888
Mercedes-Benz,Suv,2016,1755,14790,59000,46479,45504,1595,1480,2015,Auto,30765,90,3,88800
Audi,Luxury Sedan,2015,1559,11560,62321,38866,57089,1395,1310,2015,Auto,27587,92,2,59800
Mazda,Mid-Sized Sedan,2007,18,8220,130000,5454,24100,1598,1235,2007,Auto,15135,79,4,9300
Audi,Sports Car,2015,1664,19870,42000,73682,60003,1984,1500,2015,Auto,52296,169,4,123888
Honda,Mid-Sized Sedan,2009,1085,9340,132010,8328,13943,1595,1220,2008,Auto,25281,92,3,27888
Mazda,Mpv,2014,1196,12220,106000,40550,73010,2261,1780,2014,Auto,23920,120,2,52888
Nissan,Suv,2017,2319,10280,41500,33965,36001,1197,1325,2017,Auto,19750,85,1,72800
Bmw,Luxury Sedan,2014,1076,15120,116500,48369,70002,1997,1420,2014,Auto,42187,135,2,67800
Toyota,Mid-Sized Sedan,2009,1209,7080,152000,9791,14743,1497,1095,2009,Auto,12717,80,4,23500
Honda,Hatchback,2009,942,8030,170000,6751,13024,1339,1070,2008,Auto,13401,73,6,20800
Bmw,Hatchback,2020,3428,12830,6260,61027,40301,1499,1320,2019,Auto,33143,103,1,139800
Mitsubishi,Mid-Sized Sedan,2008,738,8550,170000,7762,18444,1998,1427,2008,Auto,18825,114,5,18000
Mercedes-Benz,Suv,2019,2927,21070,33000,81121,39728,1991,1785,2019,Auto,52030,155,2,201888
Honda,Hatchback,2008,892,8890,154288,7275,14835,1497,1080,2008,Auto,21214,88,2,21800
Mercedes-Benz,Sports Car,2015,1614,32780,33000,148510,58801,3982,1715,2015,Auto,112977,350,2,233000
Toyota,Mid-Sized Sedan,2014,1173,11490,88000,29118,62890,1598,1205,2014,Auto,18650,90,3,43800
Bentley,Sports Car,2016,1985,63480,28000,259507,55201,3993,2295,2015,Auto,185521,388,1,498888
Toyota,Mpv,2013,746,13110,93000,26148,67010,1798,1360,2013,Auto,23453,105,1,37800
Audi,Luxury Sedan,2008,843,11010,131000,7727,16689,1798,1450,2008,Auto,35866,118,4,25500
Mercedes-Benz,Suv,2018,2644,19440,35703,61179,31000,1991,1705,2018,Auto,42569,135,1,166800
Mercedes-Benz,Hatchback,2014,1256,13990,53108,33106,63880,1595,1425,2014,Auto,25004,90,2,56800
Honda,Mpv,2007,200,8030,120000,8069,25925,1799,1370,2007,Auto,20799,103,3,12500
Bmw,Luxury Sedan,2013,813,28790,24800,88609,76607,2979,1750,2013,Auto,81782,235,1,123800
Porsche,Sports Car,2020,3440,34150,4580,109626,39000,1988,1365,2020,Auto,69493,220,1,370888
Mercedes-Benz,Sports Car,2011,3490,10230,58704,38985,40714,1796,1575,2010,Auto,58222,150,4,98000
Mercedes-Benz,Luxury Sedan,2012,291,20060,138000,33590,73890,1796,1650,2011,Auto,55277,150,2,43800
Honda,Stationwagon,2008,255,7480,145000,7213,21061,1496,1160,2007,Auto,14837,81,3,12800
Honda,Stationwagon,2018,2559,9350,19000,32988,38001,1496,1130,2017,Auto,18433,97,1,69800
Bmw,Luxury Sedan,2018,2443,18460,58531,70563,44000,1998,1530,2017,Auto,45675,135,1,151800
Mazda,Luxury Sedan,2020,3458,10620,6200,50771,39500,1998,1514,2019,Auto,24385,121,1,113800
Suzuki,Suv,2017,2098,9940,45200,37855,49430,1586,1160,2016,Auto,17518,88,1,63500
Volkswagen,Mpv,2020,3312,12640,10500,53402,35001,1395,1288,2019,Auto,26033,110,1,130000
Honda,Stationwagon,2018,2524,9450,55623,33619,38801,1496,1130,2018,Auto,20587,97,2,70888
Audi,Hatchback,2013,901,12920,94536,26746,74991,1395,1300,2013,Auto,26158,90,3,38800
Mercedes-Benz,Luxury Sedan,2016,1825,18340,44000,75527,49000,1991,1680,2015,Auto,53339,155,1,125800
Mitsubishi,Suv,2019,2909,10900,39000,52978,48010,1998,1480,2018,Auto,19514,110,1,96800
Mercedes-Benz,Luxury Sedan,2016,1921,16550,69000,62851,57903,1991,1465,2016,Auto,40075,135,2,108800
Honda,Mid-Sized Sedan,2019,2775,9830,25110,32865,23568,1597,1249,2018,Auto,19877,92,1,84800
Audi,Luxury Sedan,2016,1741,14180,106000,52316,47604,1798,1645,2015,Auto,39446,140,2,88888
Toyota,Mpv,2018,2424,10150,19048,42042,42339,1496,1350,2017,Auto,18489,79,2,76800
Mercedes-Benz,Luxury Sedan,2016,1825,16510,50000,74228,49000,1991,1655,2015,Auto,52377,135,1,115800
Mini,Sports Car,2010,3244,7500,118500,29272,32875,1598,1155,2010,Auto,27973,135,6,66800
Mazda,Mpv,2017,2075,9660,104128,42103,48209,1998,1535,2016,Auto,19490,111,1,64800
Mazda,Luxury Sedan,2017,2082,10410,57200,48940,48209,2488,1515,2016,Auto,26059,141,1,73800
Honda,Mid-Sized Sedan,2017,2048,10370,69000,43795,50000,1597,1249,2016,Auto,20640,92,2,68800
Mercedes-Benz,Luxury Sedan,2019,2900,31310,6450,137340,43102,2996,1940,2019,Auto,91869,200,1,318000
Mercedes-Benz,Suv,2018,2560,13670,35000,50574,38001,1595,1435,2018,Auto,28179,90,1,112800
Honda,Hatchback,2019,3088,8420,27000,30541,30000,1318,1052,2019,Auto,16826,73,1,74800
Seat,Stationwagon,2019,3113,8420,28000,42974,33009,999,1259,2018,Auto,19702,85,1,81800
Bmw,Luxury Sedan,2016,1851,17720,60000,60305,57508,1998,1540,2016,Auto,38478,135,1,111800
Volkswagen,Hatchback,2011,1784,8550,102000,20725,21142,1390,1241,2011,Auto,22291,90,6,41888
Mitsubishi,Mid-Sized Sedan,2018,2422,6370,18000,17847,21200,1193,940,2017,Auto,13474,59,1,44888
Ford,Sports Car,2018,2567,32540,27000,81243,37000,5038,1893,2018,Auto,56753,331,2,268800
Volkswagen,Mpv,2016,2027,10900,82288,46782,51109,1395,1288,2016,Auto,26755,110,1,72888
Bmw,Hatchback,2012,6,15330,150000,20944,59003,1598,1310,2012,Auto,26295,100,2,29988
Mercedes-Benz,Luxury Sedan,2010,3358,7800,156800,30308,32914,1796,1495,2010,Auto,38917,115,2,71800
Honda,Mid-Sized Sedan,2017,2177,9560,64210,40817,51600,1497,1096,2016,Auto,18293,88,1,63800
Hyundai,Mid-Sized Sedan,2019,3091,8080,66000,38143,32000,1591,1345,2019,Auto,14667,93,1,75888
Audi,Luxury Sedan,2017,2210,14060,35000,50903,50001,1395,1450,2017,Auto,32098,110,1,99800
Kia,Mid-Sized Sedan,2017,2280,8390,45211,37041,44002,1591,1295,2017,Auto,12692,95,1,58800
Mini,Hatchback,2016,1945,13730,53000,43512,57508,1499,1175,2016,Auto,25066,100,1,81800
Mercedes-Benz,Luxury Sedan,2014,1255,17050,96000,43031,71990,1595,1425,2014,Auto,32856,115,3,72800
Mercedes-Benz,Sports Car,2018,2632,17850,19000,59364,32551,1595,1505,2018,Auto,39871,115,2,152800
Bentley,Luxury Sedan,2013,806,85390,610000,210473,77989,5998,2475,2013,Auto,194559,460,4,349900
Chevrolet,Mid-Sized Sedan,2008,809,5770,150000,7589,17099,1399,1115,2008,Manual,9021,69,3,12800
Toyota,Mid-Sized Sedan,2015,1661,9840,70000,38459,56989,1598,1205,2015,Auto,17804,90,2,53777
Kia,Mid-Sized Sedan,2009,1119,7860,177000,9156,14920,1591,1251,2009,Auto,13989,92,4,24111
Mazda,Hatchback,2019,2939,8140,18000,34941,30009,1496,1067,2019,Auto,14348,85,1,72800
Mercedes-Benz,Luxury Sedan,2018,2535,13940,38869,50242,38200,1595,1430,2018,Auto,28237,90,2,112800
Mitsubishi,Suv,2017,2198,9680,67982,44790,53001,1998,1417,2017,Auto,17145,110,1,66888
Audi,Sports Car,2011,3490,9600,142900,38985,40714,1984,1280,2010,Auto,51874,155,4,91888
Mazda,Mid-Sized Sedan,2017,2384,8990,38326,38199,42339,1496,1331,2017,Auto,18998,88,1,65800
Mini,Sports Car,2019,3054,19370,6000,71375,41001,1998,1675,2019,Auto,42470,225,1,188000
Mercedes-Benz,Luxury Sedan,2019,3110,21580,20000,98140,41805,1991,1670,2019,Auto,61824,190,1,225800
Honda,Mid-Sized Sedan,2013,756,12240,61800,23407,69903,1497,1080,2010,Manual,19880,88,1,32800
Porsche,Sports Car,2014,1099,49400,30000,123140,67304,3436,1425,2013,Auto,103467,239,3,228000
Mercedes-Benz,Hatchback,2013,748,13960,79200,22875,62497,1595,1395,2013,Auto,24842,115,2,37000
Kia,Suv,2019,2884,8930,43000,26755,26659,998,1185,2019,Auto,17529,88,3,74500
Honda,Mpv,2009,3100,6670,120000,33454,39313,1799,1350,2008,Auto,21855,103,2,56800
Volkswagen,Hatchback,2013,741,13560,101000,19922,61029,1395,1288,2013,Auto,25395,103,2,33800
Nissan,Suv,2018,2513,10210,41000,42252,39000,1197,1325,2018,Auto,20452,85,1,80800
Honda,Suv,2018,2658,9550,33000,40156,31997,1496,1200,2018,Auto,21733,96,1,80888
Mazda,Luxury Sedan,2016,1839,11010,69000,43256,56000,1998,1454,2016,Auto,20024,121,2,65515
Honda,Mid-Sized Sedan,2019,2858,8290,35000,33508,25920,1497,1096,2019,Auto,17560,88,1,73800
Bmw,Sports Car,2007,2364,11220,35000,32547,50168,2979,1735,2007,Auto,81360,225,1,72800
Porsche,Sports Car,2008,2703,15750,117366,23822,32121,2687,1390,2008,Auto,67671,180,6,116800
Bmw,Luxury Sedan,2013,228,15610,156000,27669,92100,1598,1405,2012,Auto,32919,100,2,37000
Porsche,Sports Car,2010,3195,15030,77304,31050,35416,2687,1400,2008,Auto,45920,180,6,131800
Audi,Sports Car,2015,1483,21500,94000,68391,58109,1984,1410,2015,Auto,50704,169,2,120800
Bmw,Hatchback,2013,806,13830,116801,27762,75556,1598,1310,2013,Auto,26020,100,3,39800
Audi,Luxury Sedan,2018,2458,13710,43300,55191,39000,1984,1480,2017,Auto,33203,140,1,111800
Porsche,Sports Car,2011,3399,18230,34639,32571,34935,4806,1875,2010,Auto,133662,294,4,170000
Audi,Sports Car,2011,3490,15670,73000,38985,40714,2480,1475,2010,Auto,77877,250,3,150000
Toyota,Suv,2021,3560,24030,1500,110717,51900,4608,2530,2019,Auto,67886,234,1,281818
Mercedes-Benz,Hatchback,2016,1948,13050,110953,41102,51506,1595,1395,2014,Auto,22210,90,2,78800
Volkswagen,Luxury Sedan,2010,3310,9480,156500,30735,33568,1984,1454,2010,Auto,31328,147,4,86800
Mercedes-Benz,Suv,2019,2776,19060,75000,68248,31001,1991,1735,2018,Auto,48209,155,1,175000
Nissan,Mid-Sized Sedan,2009,1176,7400,120000,9465,14664,1498,1175,2009,Auto,19215,80,3,23888
Bmw,Sports Car,2020,3202,42500,3800,165101,30012,4395,1875,2019,Auto,118320,460,1,465888
Porsche,Suv,2008,2526,14400,170000,26854,38712,3598,2245,2007,Auto,50156,213,6,99900
Honda,Mid-Sized Sedan,2018,2535,10340,73000,41779,38830,1597,1249,2018,Auto,19662,92,1,81800
Toyota,Mpv,2017,2215,19890,59000,72145,50001,2493,2030,2017,Auto,45121,134,2,150000
Hyundai,Hatchback,2012,120,13580,11900,17873,62600,1591,1353,2012,Auto,17279,137,2,26800
Mercedes-Benz,Luxury Sedan,2007,2279,8610,168892,31468,50355,1796,1490,2007,Auto,42935,135,3,53800
Mercedes-Benz,Luxury Sedan,2019,2934,15850,26422,70633,48010,1595,1490,2019,Auto,36204,115,2,148800
Honda,Mid-Sized Sedan,2018,2510,9960,80000,42366,40000,1597,1249,2018,Auto,19724,92,1,78500
Peugeot,Suv,2018,2530,12060,53000,50290,37605,1598,1300,2017,Auto,28726,121,2,99888
Nissan,Sports Car,2008,2668,29780,201000,24434,33377,3799,1740,2008,Auto,78864,353,2,218000
Seat,Suv,2020,3301,9160,5300,21594,16520,999,1210,2019,Auto,18678,85,1,88000
Bmw,Sports Car,2013,292,49650,120800,60201,97889,3999,1600,2012,Auto,78040,309,3,128800
Toyota,Mpv,2018,2543,9310,35000,39793,38510,1496,1325,2018,Auto,17199,79,1,73588
Toyota,Mpv,2016,1845,10210,50000,35551,53000,1496,1320,2015,Auto,20771,80,1,58000
Toyota,Luxury Sedan,2007,185,11750,190000,7856,25925,1998,1530,2007,Auto,26830,108,2,17800
Mercedes-Benz,Sports Car,2011,3580,10180,112000,46852,47701,1796,1575,2011,Auto,53875,150,4,100000
Mercedes-Benz,Suv,2017,2032,19860,57800,73415,56206,1991,1735,2016,Auto,45774,155,1,138800
Audi,Suv,2020,3153,15060,26500,55704,37705,1395,1545,2019,Auto,27687,110,1,145720
Toyota,Mid-Sized Sedan,2013,261,13160,60000,23590,87109,1598,1195,2012,Auto,15511,90,1,30500
Toyota,Luxury Sedan,2012,190,15820,80000,26996,93004,1998,1445,2012,Auto,23232,109,1,35800
Nissan,Suv,2015,1553,10900,107000,40507,62140,1997,1379,2015,Auto,20017,106,1,56500
Audi,Luxury Sedan,2018,2728,12090,34000,42667,32000,1395,1320,2018,Auto,23548,110,1,102999
Toyota,Suv,2017,2139,13650,81100,51723,48556,1986,1610,2016,Auto,31592,111,1,95800
Mazda,Mid-Sized Sedan,2016,1847,8910,67572,37968,55200,1496,1079,2016,Auto,18360,85,1,51800
Lexus,Suv,2009,2790,7810,132000,24003,31335,3456,1975,2009,Auto,53807,204,1,59800
Toyota,Luxury Sedan,2008,2740,6980,146888,23730,31553,2499,1510,2007,Auto,30672,158,4,52500
Mercedes-Benz,Suv,2017,2259,19380,57000,73259,53001,1991,1735,2017,Auto,44216,155,1,146999
Subaru,Suv,2019,2874,12460,36000,50856,48000,1995,1591,2018,Auto,17309,115,1,106999
Toyota,Mid-Sized Sedan,2020,3438,9600,8700,50825,35990,1598,1315,2020,Auto,21787,96,1,101800
Toyota,Mid-Sized Sedan,2010,1465,7760,120000,13475,16438,1598,1195,2010,Auto,16680,80,3,31800
Mitsubishi,Mid-Sized Sedan,2016,1746,6740,32455,17716,29651,1193,940,2016,Auto,13682,57,1,34800
Volvo,Hatchback,2015,1649,10050,108000,39062,56989,1498,1450,2015,Auto,22809,90,3,55000
Kia,Mid-Sized Sedan,2015,1468,9310,115000,36126,58700,1591,1295,2015,Auto,17170,95,3,46800
Mitsubishi,Mid-Sized Sedan,2016,1897,6400,35188,22221,35503,1193,940,2016,Auto,14471,57,1,35800
Subaru,Luxury Sedan,2016,1800,10230,71288,40933,51010,2498,1604,2016,Auto,21742,129,2,61800
Toyota,Mpv,2014,1193,11260,143000,35401,68689,1798,1360,2014,Auto,23454,105,1,46800
Mercedes-Benz,Luxury Sedan,2016,1986,16960,107000,84071,57002,1991,1605,2016,Auto,54809,135,1,127800
Mitsubishi,Mpv,2008,914,8080,177000,7927,15777,2378,1710,2008,Auto,27903,121,3,20300
Hyundai,Mid-Sized Sedan,2020,3364,7610,11407,39833,35710,1368,1115,2019,Auto,9189,73,1,74800
Hyundai,Mid-Sized Sedan,2017,2384,8540,38455,36629,42339,1591,1345,2017,Auto,11905,93,1,61800
Honda,Mid-Sized Sedan,2008,2570,6420,133000,26494,37165,1595,1220,2008,Auto,18699,92,4,45800
Honda,Mid-Sized Sedan,2017,2336,10930,81139,42846,44002,1597,1249,2017,Auto,19532,92,1,79800
Toyota,Mpv,2008,734,8350,157297,7623,18953,1794,1300,2008,Auto,17564,97,4,16800
Honda,Mpv,2016,1835,13940,60383,52745,49156,2356,1855,2016,Auto,32399,129,2,88800
Lexus,Luxury Sedan,2021,3495,17550,1100,75589,39500,2487,1620,2020,Auto,47986,152,1,198000
Mazda,Mid-Sized Sedan,2016,2011,8680,58200,36795,48000,1496,1079,2016,Auto,18729,85,1,54800
Volvo,Suv,2015,1553,15280,120900,58351,62101,1969,1781,2015,Auto,38242,180,1,87888
Nissan,Hatchback,2017,2190,8910,55000,31700,42801,1197,1265,2016,Auto,17541,85,2,58000
Toyota,Mid-Sized Sedan,2014,1089,11650,127739,26241,60002,1598,1205,2014,Auto,18761,90,1,41800
Bentley,Luxury Sedan,2006,1939,25370,52000,30239,56835,5998,2525,2006,Auto,197945,412,4,135000
Honda,Stationwagon,2017,2086,10010,60800,34474,48401,1496,1130,2016,Auto,18977,97,1,61888
Bmw,Luxury Sedan,2016,1810,13520,68000,43999,49501,1499,1425,2016,Auto,29068,100,2,81100
Bmw,Luxury Sedan,2016,1952,17400,82000,71602,53001,1997,1615,2016,Auto,46870,180,1,122000
